100,150,1,1e+06
0.000532161,0.455657,0.0685095,0.0692331,0.0699567,0.0706803,0.0714039,0.0721275,0.0721297,0.0721322,0.0721349,0.0721378,0.072141,0.0721444,0.0721481,0.072152,0.0721562,0.0721606,0.0721652,0.0721702,0.0721753,0.0721808,0.0721864,0.0721924,0.0721986,0.0722051,0.0722118,0.0722189,0.0722262,0.0722337,0.0722416,0.0722497,0.0722581,0.0722667,0.0722757,0.0722849,0.0722944,0.0723042,0.0723142,0.0723246,0.0723352,0.0723462,0.0723574,0.0723689,0.0723807,0.0723928,0.0724052,0.0724179,0.0724308,0.0724441,0.0724577,0.0724715,0.0724857,0.0725002,0.0725149,0.07253,0.0725454,0.072561,0.072577,0.0725933,0.0726099,0.0726268,0.072644,0.0726615,0.0726793,0.0726975,0.0727159,0.0727347,0.0727538,0.0727732,0.0727929,0.0728129,0.0728333,0.072854,0.0728749,0.0728963,0.0729179,0.0729399,0.0729621,0.0729848,0.0730077,0.073031,0.0730546,0.0730785,0.0731027,0.0731273,0.0731523,0.0731775,0.0732031,0.0732291,0.0732553,0.0732819,0.0733089,0.0733362,0.0733639,0.0733918,0.0734202,0.0734489,0.0734779,0.0735073,0.073537,0.0735671,0.0735976
0.000639798,0.380513,0.0572152,0.0578179,0.0584206,0.0590233,0.0596259,0.0602286,0.0602305,0.0602327,0.060235,0.0602375,0.0602402,0.0602431,0.0602462,0.0602495,0.060253,0.0602568,0.0602607,0.0602649,0.0602693,0.0602739,0.0602787,0.0602838,0.060289,0.0602945,0.0603003,0.0603062,0.0603124,0.0603188,0.0603254,0.0603323,0.0603394,0.0603468,0.0603543,0.0603621,0.0603702,0.0603785,0.060387,0.0603958,0.0604048,0.0604141,0.0604235,0.0604333,0.0604433,0.0604535,0.060464,0.0604747,0.0604857,0.0604969,0.0605084,0.0605201,0.0605321,0.0605443,0.0605568,0.0605695,0.0605825,0.0605957,0.0606092,0.0606229,0.0606369,0.0606512,0.0606657,0.0606805,0.0606955,0.0607108,0.0607263,0.0607421,0.0607582,0.0607745,0.0607911,0.0608079,0.060825,0.0608424,0.06086,0.0608778,0.060896,0.0609144,0.060933,0.0609519,0.0609711,0.0609905,0.0610102,0.0610302,0.0610504,0.0610709,0.0610916,0.0611126,0.0611339,0.0611554,0.0611772,0.0611992,0.0612215,0.0612441,0.0612669,0.06129,0.0613133,0.0613369,0.0613607,0.0613848,0.0614092,0.0614338,0.0614587
0.000769206,0.317858,0.0477981,0.0483001,0.0488021,0.0493042,0.0498062,0.0503082,0.0503098,0.0503116,0.0503136,0.0503157,0.050318,0.0503205,0.0503231,0.050326,0.0503289,0.0503321,0.0503355,0.050339,0.0503427,0.0503467,0.0503507,0.050355,0.0503595,0.0503642,0.050369,0.0503741,0.0503793,0.0503847,0.0503904,0.0503962,0.0504022,0.0504084,0.0504149,0.0504215,0.0504283,0.0504353,0.0504425,0.05045,0.0504576,0.0504654,0.0504735,0.0504817,0.0504902,0.0504988,0.0505077,0.0505168,0.0505261,0.0505356,0.0505453,0.0505552,0.0505653,0.0505756,0.0505862,0.0505969,0.0506079,0.0506191,0.0506304,0.050642,0.0506539,0.0506659,0.0506781,0.0506906,0.0507032,0.0507161,0.0507292,0.0507425,0.050756,0.0507697,0.0507836,0.0507978,0.0508121,0.0508267,0.0508415,0.0508565,0.0508716,0.050887,0.0509027,0.0509185,0.0509345,0.0509507,0.0509671,0.0509838,0.0510006,0.0510177,0.0510349,0.0510523,0.05107,0.0510878,0.0511058,0.0511241,0.0511425,0.0511611,0.0511799,0.0511988,0.051218,0.0512374,0.0512569,0.0512766,0.0512965,0.0513166,0.0513368
0.000924789,0.265614,0.0399457,0.0403639,0.0407821,0.0412003,0.0416185,0.0420366,0.042038,0.0420396,0.0420412,0.042043,0.042045,0.0420471,0.0420493,0.0420517,0.0420543,0.042057,0.0420598,0.0420628,0.042066,0.0420693,0.0420728,0.0420764,0.0420802,0.0420842,0.0420883,0.0420926,0.042097,0.0421016,0.0421064,0.0421113,0.0421165,0.0421217,0.0421272,0.0421328,0.0421386,0.0421445,0.0421506,0.0421569,0.0421634,0.04217,0.0421768,0.0421838,0.042191,0.0421983,0.0422058,0.0422135,0.0422214,0.0422294,0.0422376,0.042246,0.0422545,0.0422633,0.0422722,0.0422813,0.0422905,0.0423,0.0423096,0.0423194,0.0423294,0.0423395,0.0423498,0.0423603,0.042371,0.0423818,0.0423929,0.042404,0.0424154,0.042427,0.0424387,0.0424505,0.0424626,0.0424748,0.0424872,0.0424998,0.0425125,0.0425254,0.0425384,0.0425517,0.042565,0.0425786,0.0425923,0.0426061,0.0426201,0.0426343,0.0426486,0.0426631,0.0426777,0.0426925,0.0427074,0.0427224,0.0427376,0.0427529,0.0427684,0.042784,0.0427997,0.0428155,0.0428315,0.0428476,0.0428638,0.0428801,0.0428965
0.00111184,0.222047,0.0333975,0.0337458,0.0340942,0.0344426,0.0347909,0.0351393,0.0351405,0.0351418,0.0351432,0.0351447,0.0351464,0.0351482,0.0351501,0.0351521,0.0351543,0.0351566,0.035159,0.0351616,0.0351643,0.0351671,0.03517,0.0351731,0.0351763,0.0351797,0.0351832,0.0351868,0.0351906,0.0351945,0.0351985,0.0352027,0.0352071,0.0352115,0.0352162,0.0352209,0.0352258,0.0352309,0.0352361,0.0352414,0.0352469,0.0352525,0.0352583,0.0352642,0.0352703,0.0352765,0.0352828,0.0352893,0.035296,0.0353028,0.0353097,0.0353168,0.0353241,0.0353315,0.035339,0.0353467,0.0353545,0.0353625,0.0353706,0.0353789,0.0353873,0.0353959,0.0354046,0.0354134,0.0354224,0.0354316,0.0354409,0.0354503,0.0354599,0.0354696,0.0354794,0.0354894,0.0354995,0.0355098,0.0355202,0.0355307,0.0355414,0.0355522,0.0355631,0.0355741,0.0355853,0.0355966,0.035608,0.0356195,0.0356312,0.035643,0.0356549,0.0356669,0.035679,0.0356912,0.0357035,0.0357159,0.0357284,0.035741,0.0357537,0.0357665,0.0357794,0.0357923,0.0358053,0.0358184,0.0358316,0.0358448,0.0358581
0.00133673,0.185712,0.0279363,0.0282265,0.0285167,0.0288068,0.029097,0.0293872,0.0293882,0.0293893,0.0293906,0.0293919,0.0293933,0.0293948,0.0293964,0.0293982,0.0294,0.0294019,0.029404,0.0294062,0.0294085,0.0294109,0.0294134,0.029416,0.0294187,0.0294216,0.0294245,0.0294276,0.0294308,0.0294342,0.0294376,0.0294412,0.0294448,0.0294486,0.0294525,0.0294566,0.0294607,0.029465,0.0294694,0.029474,0.0294786,0.0294834,0.0294883,0.0294933,0.0294984,0.0295037,0.0295091,0.0295146,0.0295203,0.029526,0.0295319,0.0295379,0.0295441,0.0295503,0.0295567,0.0295632,0.0295698,0.0295766,0.0295834,0.0295904,0.0295975,0.0296048,0.0296121,0.0296196,0.0296272,0.0296349,0.0296427,0.0296507,0.0296587,0.0296669,0.0296752,0.0296836,0.0296921,0.0297007,0.0297094,0.0297183,0.0297272,0.0297362,0.0297454,0.0297546,0.0297639,0.0297734,0.0297829,0.0297925,0.0298022,0.029812,0.0298218,0.0298318,0.0298418,0.0298519,0.029862,0.0298723,0.0298826,0.0298929,0.0299033,0.0299138,0.0299243,0.0299349,0.0299454,0.0299561,0.0299667,0.0299774,0.0299881
0.0016071,0.155404,0.0233811,0.0236228,0.0238645,0.0241062,0.024348,0.0245897,0.0245905,0.0245915,0.0245925,0.0245936,0.0245948,0.0245961,0.0245975,0.024599,0.0246005,0.0246022,0.024604,0.0246058,0.0246077,0.0246098,0.0246119,0.0246141,0.0246165,0.0246189,0.0246214,0.024624,0.0246268,0.0246296,0.0246325,0.0246355,0.0246387,0.0246419,0.0246452,0.0246486,0.0246522,0.0246558,0.0246596,0.0246634,0.0246674,0.0246714,0.0246756,0.0246798,0.0246842,0.0246887,0.0246932,0.0246979,0.0247027,0.0247076,0.0247126,0.0247177,0.0247229,0.0247282,0.0247336,0.0247391,0.0247447,0.0247504,0.0247562,0.0247622,0.0247682,0.0247743,0.0247805,0.0247868,0.0247932,0.0247997,0.0248063,0.024813,0.0248198,0.0248267,0.0248337,0.0248408,0.0248479,0.0248552,0.0248625,0.0248699,0.0248774,0.0248849,0.0248926,0.0249003,0.0249081,0.024916,0.0249239,0.0249319,0.02494,0.0249481,0.0249563,0.0249645,0.0249728,0.0249812,0.0249896,0.024998,0.0250064,0.0250149,0.0250235,0.025032,0.0250406,0.0250492,0.0250578,0.0250664,0.025075,0.0250836,0.0250922
0.00193216,0.130122,0.019581,0.0197823,0.0199837,0.020185,0.0203863,0.0205876,0.0205884,0.0205892,0.02059,0.020591,0.020592,0.0205931,0.0205943,0.0205956,0.0205969,0.0205983,0.0205998,0.0206014,0.020603,0.0206047,0.0206066,0.0206085,0.0206104,0.0206125,0.0206146,0.0206169,0.0206192,0.0206216,0.0206241,0.0206267,0.0206293,0.0206321,0.0206349,0.0206378,0.0206408,0.0206439,0.0206471,0.0206504,0.0206537,0.0206572,0.0206607,0.0206643,0.020668,0.0206718,0.0206757,0.0206797,0.0206838,0.0206879,0.0206921,0.0206965,0.0207009,0.0207054,0.02071,0.0207146,0.0207194,0.0207243,0.0207292,0.0207342,0.0207393,0.0207445,0.0207497,0.0207551,0.0207605,0.020766,0.0207716,0.0207772,0.020783,0.0207888,0.0207946,0.0208006,0.0208066,0.0208127,0.0208189,0.0208251,0.0208314,0.0208377,0.0208441,0.0208506,0.0208571,0.0208637,0.0208703,0.020877,0.0208837,0.0208904,0.0208972,0.0209041,0.0209109,0.0209178,0.0209247,0.0209317,0.0209386,0.0209456,0.0209526,0.0209596,0.0209665,0.0209735,0.0209805,0.0209875,0.0209944,0.0210013,0.0210082
0.00232296,0.109026,0.0164104,0.016578,0.0167457,0.0169133,0.017081,0.0172486,0.0172492,0.0172499,0.0172507,0.0172515,0.0172523,0.0172533,0.0172543,0.0172554,0.0172565,0.0172577,0.017259,0.0172603,0.0172617,0.0172632,0.0172647,0.0172663,0.017268,0.0172698,0.0172716,0.0172735,0.0172755,0.0172775,0.0172797,0.0172818,0.0172841,0.0172864,0.0172889,0.0172913,0.0172939,0.0172965,0.0172992,0.017302,0.0173049,0.0173078,0.0173108,0.0173139,0.0173171,0.0173203,0.0173236,0.017327,0.0173304,0.017334,0.0173376,0.0173413,0.017345,0.0173488,0.0173527,0.0173567,0.0173607,0.0173649,0.017369,0.0173733,0.0173776,0.017382,0.0173865,0.017391,0.0173956,0.0174002,0.017405,0.0174097,0.0174146,0.0174195,0.0174244,0.0174295,0.0174345,0.0174397,0.0174449,0.0174501,0.0174554,0.0174607,0.0174661,0.0174715,0.017477,0.0174824,0.017488,0.0174935,0.0174991,0.0175048,0.0175104,0.0175161,0.0175217,0.0175274,0.0175331,0.0175389,0.0175446,0.0175503,0.017556,0.0175617,0.0175674,0.017573,0.0175787,0.0175843,0.0175899,0.0175954,0.0176009
0.00279282,0.0914217,0.0137644,0.0139039,0.0140435,0.0141831,0.0143226,0.0144622,0.0144627,0.0144633,0.0144639,0.0144646,0.0144654,0.0144662,0.014467,0.0144679,0.0144689,0.0144699,0.014471,0.0144721,0.0144733,0.0144746,0.0144759,0.0144773,0.0144787,0.0144802,0.0144818,0.0144834,0.0144851,0.0144868,0.0144886,0.0144905,0.0144924,0.0144944,0.0144965,0.0144986,0.0145008,0.014503,0.0145054,0.0145077,0.0145102,0.0145127,0.0145152,0.0145179,0.0145205,0.0145233,0.0145261,0.014529,0.0145319,0.014535,0.014538,0.0145412,0.0145444,0.0145476,0.0145509,0.0145543,0.0145577,0.0145612,0.0145648,0.0145684,0.0145721,0.0145758,0.0145796,0.0145834,0.0145873,0.0145913,0.0145953,0.0145993,0.0146034,0.0146076,0.0146118,0.014616,0.0146203,0.0146246,0.014629,0.0146334,0.0146379,0.0146423,0.0146469,0.0146514,0.014656,0.0146606,0.0146652,0.0146698,0.0146745,0.0146792,0.0146839,0.0146886,0.0146933,0.014698,0.0147027,0.0147074,0.0147121,0.0147168,0.0147215,0.0147261,0.0147307,0.0147353,0.0147399,0.0147444,0.0147489,0.0147533,0.0147577
